144
0,156,255,495.7409,12.590274,260.70596,594.94714,13.934086,248.20305,605.88947,-44.283493,328.76965
0,156,255,605.88947,-44.283493,328.76965,506.68326,-45.627304,341.27258,495.7409,12.590274,260.70596
245,0,255,495.7409,12.590274,260.70596,501.93713,93.88546,318.60846,601.1433,95.22927,306.10556
245,0,255,601.1433,95.22927,306.10556,594.94714,13.934086,248.20305,495.7409,12.590274,260.70596
255,0,228,495.7409,12.590274,260.70596,506.68326,-45.627304,341.27258,512.8795,35.667885,399.17505
255,0,228,512.8795,35.667885,399.17505,501.93713,93.88546,318.60846,495.7409,12.590274,260.70596
255,0,147,501.93713,93.88546,318.60846,512.8795,35.667885,399.17505,612.0857,37.011696,386.67215
255,0,147,612.0857,37.011696,386.67215,601.1433,95.22927,306.10556,501.93713,93.88546,318.60846
0,255,84,506.68326,-45.627304,341.27258,605.88947,-44.283493,328.76965,612.0857,37.011696,386.67215
0,255,84,612.0857,37.011696,386.67215,512.8795,35.667885,399.17505,506.68326,-45.627304,341.27258
255,0,41,594.94714,13.934086,248.20305,601.1433,95.22927,306.10556,612.0857,37.011696,386.67215
255,0,41,612.0857,37.011696,386.67215,605.88947,-44.283493,328.76965,594.94714,13.934086,248.20305
255,0,2,194.80782,285.15942,73.86295,254.51955,304.47125,-3.9930801,334.68713,286.75366,53.096737
255,0,2,334.68713,286.75366,53.096737,274.9754,267.44183,130.95277,194.80782,285.15942,73.86295
0,106,255,194.80782,285.15942,73.86295,197.57693,381.66403,99.92424,257.28867,400.97583,22.068207
0,106,255,257.28867,400.97583,22.068207,254.51955,304.47125,-3.9930801,194.80782,285.15942,73.86295
0,99,255,194.80782,285.15942,73.86295,274.9754,267.44183,130.95277,277.7445,363.94647,157.01407
0,99,255,277.7445,363.94647,157.01407,197.57693,381.66403,99.92424,194.80782,285.15942,73.86295
23,0,255,197.57693,381.66403,99.92424,277.7445,363.94647,157.01407,337.45624,383.25827,79.15802
23,0,255,337.45624,383.25827,79.15802,257.28867,400.97583,22.068207,197.57693,381.66403,99.92424
255,18,0,274.9754,267.44183,130.95277,334.68713,286.75366,53.096737,337.45624,383.25827,79.15802
255,18,0,337.45624,383.25827,79.15802,277.7445,363.94647,157.01407,274.9754,267.44183,130.95277
17,0,255,254.51955,304.47125,-3.9930801,257.28867,400.97583,22.068207,337.45624,383.25827,79.15802
17,0,255,337.45624,383.25827,79.15802,334.68713,286.75366,53.096737,254.51955,304.47125,-3.9930801
0,90,255,13.825872,408.2906,498.62183,80.51186,447.53516,435.2748,155.03012,412.32208,491.9058
0,90,255,155.03012,412.32208,491.9058,88.34415,373.07755,555.2528,13.825872,408.2906,498.62183
255,205,0,13.825872,408.2906,498.62183,13.907707,493.26062,551.3484,80.5937,532.5052,488.00134
255,205,0,80.5937,532.5052,488.00134,80.51186,447.53516,435.2748,13.825872,408.2906,498.62183
102,0,255,13.825872,408.2906,498.62183,88.34415,373.07755,555.2528,88.42598,458.04758,607.9794
102,0,255,88.42598,458.04758,607.9794,13.907707,493.26062,551.3484,13.825872,408.2906,498.62183
255,0,217,13.907707,493.26062,551.3484,88.42598,458.04758,607.9794,155.11197,497.2921,544.6323
255,0,217,155.11197,497.2921,544.6323,80.5937,532.5052,488.00134,13.907707,493.26062,551.3484
255,0,213,88.34415,373.07755,555.2528,155.03012,412.32208,491.9058,155.11197,497.2921,544.6323
255,0,213,155.11197,497.2921,544.6323,88.42598,458.04758,607.9794,88.34415,373.07755,555.2528
255,0,200,80.51186,447.53516,435.2748,80.5937,532.5052,488.00134,155.11197,497.2921,544.6323
255,0,200,155.11197,497.2921,544.6323,155.03012,412.32208,491.9058,80.51186,447.53516,435.2748
153,0,255,78.470276,122.12494,362.97665,161.91095,163.3005,326.34027,192.05852,73.55559,294.13824
153,0,255,192.05852,73.55559,294.13824,108.61784,32.380013,330.77463,78.470276,122.12494,362.97665
14,0,255,78.470276,122.12494,362.97665,124.60895,106.30032,450.27386,208.04964,147.47589,413.63748
14,0,255,208.04964,147.47589,413.63748,161.91095,163.3005,326.34027,78.470276,122.12494,362.97665
40,255,0,78.470276,122.12494,362.97665,108.61784,32.380013,330.77463,154.75652,16.55539,418.07184
40,255,0,154.75652,16.55539,418.07184,124.60895,106.30032,450.27386,78.470276,122.12494,362.97665
193,255,0,124.60895,106.30032,450.27386,154.75652,16.55539,418.07184,238.1972,57.730972,381.43546
193,255,0,238.1972,57.730972,381.43546,208.04964,147.47589,413.63748,124.60895,106.30032,450.27386
255,0,167,108.61784,32.380013,330.77463,192.05852,73.55559,294.13824,238.1972,57.730972,381.43546
255,0,167,238.1972,57.730972,381.43546,154.75652,16.55539,418.07184,108.61784,32.380013,330.77463
255,245,0,161.91095,163.3005,326.34027,208.04964,147.47589,413.63748,238.1972,57.730972,381.43546
255,245,0,238.1972,57.730972,381.43546,192.05852,73.55559,294.13824,161.91095,163.3005,326.34027
92,255,0,67.37034,229.97064,80.59692,124.75417,232.93378,-1.2463226,206.45773,224.0005,55.716156
92,255,0,206.45773,224.0005,55.716156,149.07391,221.03737,137.55939,67.37034,229.97064,80.59692
157,0,255,67.37034,229.97064,80.59692,72.99374,329.52673,88.14416,130.37758,332.48987,6.3009186
157,0,255,130.37758,332.48987,6.3009186,124.75417,232.93378,-1.2463226,67.37034,229.97064,80.59692
255,182,0,67.37034,229.97064,80.59692,149.07391,221.03737,137.55939,154.6973,320.59348,145.10663
255,182,0,154.6973,320.59348,145.10663,72.99374,329.52673,88.14416,67.37034,229.97064,80.59692
